device,{S7A7-Y8QZ65MW-8738SAZP},01/04/2010 07:12:31,DTAA/RES0962,PC-3736,Connect
device,{G7A8-G1OB94NR-3006NTXH},01/04/2010 07:35:40,DTAA/BJC0569,PC-2588,Connect
device,{R3L8-N0LW95FR-8358LLXS},01/04/2010 08:00:38,DTAA/EMZ0196,PC-1479,Connect
device,{I2F1-B5FB51FL-3128HBUL},01/04/2010 08:02:14,DTAA/ZKH0388,PC-1021,Connect
device,{P7R6-C5TV18CT-1677DWWM},01/04/2010 08:20:17,DTAA/RES0962,PC-3736,Disconnect
device,{K5Q6-F1AC50QP-3788PDUC},01/04/2010 08:23:17,DTAA/CVW0133,PC-0282,Connect
device,{M0F6-O2FY64UM-9526UMPP},01/04/2010 08:29:40,DTAA/RQH0770,PC-4225,Connect
device,{F5H8-O7QK60SE-4347ESVI},01/04/2010 08:30:09,DTAA/AQG0678,PC-1127,Connect
device,{C2M6-A5GC40PF-4088NJRX},01/04/2010 08:35:46,DTAA/OJH0425,PC-1730,Connect
device,{L3M7-Z9BL18KF-1387XAMK},01/04/2010 08:47:44,DTAA/WDW0485,PC-3096,Connect
device,{A8I5-F8FO49AQ-4726BXKP},01/04/2010 08:48:08,DTAA/SDC0032,PC-3081,Connect
device,{R1I2-X4AG89EH-2412NNLL},01/04/2010 08:50:45,DTAA/RME0699,PC-2049,Connect
device,{R3C4-B1YX79FG-7714SQSG},01/04/2010 08:59:28,DTAA/IRC0991,PC-1118,Connect
device,{Z1J6-D5XS29NX-0162ZKAY},01/04/2010 09:00:45,DTAA/CPP0761,PC-2665,Connect
device,{N3H6-P6MN12KM-3372QANC},01/04/2010 09:06:28,DTAA/MCM0346,PC-2974,Connect
device,{G7U6-E1JC41II-0811ZBMF},01/04/2010 09:08:03,DTAA/DAV0579,PC-1701,Connect
device,{A2E1-R2KS86KQ-5486MARC},01/04/2010 09:13:53,DTAA/BNW0850,PC-2260,Connect
device,{O2W8-X6QZ35YC-1006TYAF},01/04/2010 09:14:38,DTAA/MVW0630,PC-2005,Connect
device,{U8U5-J0MM57ZW-0338DHKH},01/04/2010 09:17:59,DTAA/BAF0379,PC-3645,Connect
device,{C3N2-R5RV93VP-1177BSIS},01/04/2010 09:23:35,DTAA/AQG0678,PC-1127,Disconnect
device,{T2B1-F7IG00PL-6808WVFW},01/04/2010 09:35:19,DTAA/ABB0272,PC-0726,Connect
device,{C5K8-X7JE47CG-4946ZQLL},01/04/2010 09:38:34,DTAA/JZO0727,PC-2134,Connect
device,{D8K8-U5MV93NZ-5230VQGR},01/04/2010 09:39:38,DTAA/GNH0394,PC-2161,Connect
device,{W9A3-T7UH38GU-9008UGDF},01/04/2010 09:41:48,DTAA/SDC0032,PC-3081,Disconnect
device,{T4T2-P5DU98YI-3944INJX},01/04/2010 09:54:41,DTAA/RME0699,PC-2049,Disconnect
device,{F4V0-C1JY57KM-4456VWLD},01/04/2010 09:59:29,DTAA/MVW0630,PC-2005,Disconnect
device,{Z4Z8-V1WH61QC-4952SEMB},01/04/2010 10:00:04,DTAA/QKR0651,PC-4881,Connect
device,{H0Y7-T3MP38OO-7150YEPM},01/04/2010 10:04:04,DTAA/MIK0034,PC-0845,Connect
device,{I3U1-F7XR11HT-3968TSLS},01/04/2010 10:12:17,DTAA/SOM0478,PC-3348,Connect
device,{X9B7-E5WE00TI-6386EKUG},01/04/2010 10:17:16,DTAA/BAF0379,PC-3645,Disconnect
device,{C6K6-N7MO45KF-6878TTQM},01/04/2010 10:40:34,DTAA/CVW0133,PC-0282,Disconnect
device,{K4G2-W0DL56OV-8971UYVR},01/04/2010 10:45:23,DTAA/MQL0135,PC-4656,Connect
device,{P9M0-P7QR63FE-6901WOMG},01/04/2010 10:46:22,DTAA/PIP0746,PC-0416,Connect
device,{W3A6-J9DX69PL-9728DUZZ},01/04/2010 10:50:01,DTAA/CHA0174,PC-2751,Connect
device,{U1P5-V5YK40CX-2773ASZT},01/04/2010 10:50:20,DTAA/ELA0741,PC-1751,Connect
device,{H4A4-D0SI78DP-2779PPMB},01/04/2010 10:50:32,DTAA/AIB0797,PC-4147,Connect
device,{N0F2-O6ST15FU-5309BSSO},01/04/2010 10:54:02,DTAA/QKR0651,PC-4881,Disconnect
device,{A7P1-O0IY44NE-5771HWRR},01/04/2010 10:56:16,DTAA/HBL0517,PC-1343,Connect
device,{E8G8-P6KW75CZ-3436WBBF},01/04/2010 10:56:28,DTAA/JCS0873,PC-1560,Connect
device,{S9A9-O9ET92GT-5933VSWZ},01/04/2010 10:56:58,DTAA/HBL0517,PC-1343,Disconnect
device,{O3H9-P9AG29PU-1775YSXJ},01/04/2010 10:57:47,DTAA/RBC0879,PC-1261,Connect
device,{K9N2-Q2OH86NM-9088NJDK},01/04/2010 11:00:31,DTAA/AFN0918,PC-3425,Connect
device,{I1V2-O7KB65VH-2027ZGLT},01/04/2010 11:02:31,DTAA/AZC0030,PC-4724,Connect
device,{B9U9-V9QF50KQ-5765DWBW},01/04/2010 11:03:16,DTAA/SCW0707,PC-1217,Connect
device,{U0E7-E0SZ93LD-8215JHEE},01/04/2010 11:05:30,DTAA/GNH0394,PC-2161,Disconnect
device,{A9Z3-X2ZT77RA-1517QBMP},01/04/2010 11:12:44,DTAA/MQL0135,PC-4656,Disconnect
device,{Y7B7-J6GU90YB-2936YMII},01/04/2010 11:13:12,DTAA/AFR0646,PC-0323,Connect
device,{Y8O8-P1RA06MR-0066EEJZ},01/04/2010 11:15:48,DTAA/VFP0669,PC-1717,Connect
device,{M4V7-Z8YX65GN-5137NDIL},01/04/2010 11:18:54,DTAA/BJC0569,PC-2588,Disconnect
